Name,Age,#days,Lev,Date,Tm, ,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Nicky Lopez,26,1043,Maj-AL,"Apr 1, 2021",Kansas City,,Texas,1,5,4,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.4,0.5,0.9,670032
Brandon Lowe,26,1043,Maj-AL,"Apr 1, 2021",Tampa Bay,@,Miami,1,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.667,1.167,664040
Nathaniel Lowe,25,1043,Maj-AL,"Apr 1, 2021",Texas,@,Kansas City,1,6,6,1,2,1,0,0,4,0,0,3,0,0,0,0,0,0,0.333,0.333,0.5,0.833,663993
Jed Lowrie,37,1043,Maj-AL,"Apr 1, 2021",Oakland,,Houston,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,476704
Jordan Luplow,27,1043,Maj-AL,"Apr 1, 2021",Cleveland,@,Detroit,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656669
Gavin Lux,23,1043,Maj-NL,"Apr 1, 2021",Los Angeles,@,Colorado,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0,666158
Manny Machado,28,1043,Maj-NL,"Apr 1, 2021",San Diego,,Arizona,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592518
Nick Madrigal,24,1043,Maj-AL,"Apr 1, 2021",Chicago,@,Los Angeles,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,663611
Kenta Maeda,33,1043,Maj-AL,"Apr 1, 2021",Minnesota,@,Milwaukee,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,628317
Mart\xc3\xadn Maldonado,34,1043,Maj-AL,"Apr 1, 2021",Houston,@,Oakland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455117
Tucupita Marcano,21,1043,Maj-NL,"Apr 1, 2021",San Diego,,Arizona,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,672779
Manuel Margot,26,1043,Maj-AL,"Apr 1, 2021",Tampa Bay,@,Miami,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622534
Jos\xc3\xa9 Marmolejos,28,1043,Maj-AL,"Apr 1, 2021",Seattle,,San Francisco,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592530
Germ\xc3\xa1n M\xc3\xa1rquez,26,1043,Maj-NL,"Apr 1, 2021",Colorado,,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608566
Ketel Marte,27,1043,Maj-NL,"Apr 1, 2021",Arizona,@,San Diego,1,5,5,2,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0.8,0.8,1.6,2.4,606466
Starling Marte,32,1043,Maj-NL,"Apr 1, 2021",Miami,,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516782
Wyatt Mathisen,27,1043,Maj-NL,"Apr 1, 2021",Arizona,@,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621500
Nomar Mazara,26,1043,Maj-AL,"Apr 1, 2021",Detroit,,Cleveland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608577
Chas McCormick,26,1043,Maj-AL,"Apr 1, 2021",Houston,@,Oakland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,676801
Andrew McCutchen,34,1043,Maj-NL,"Apr 1, 2021",Philadelphia,,Atlanta,1,5,4,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.25,0.4,0.25,0.65,457705
Billy McKinney,26,1043,Maj-NL,"Apr 1, 2021",Milwaukee,,Minnesota,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,641856
Zach McKinstry,26,1043,Maj-NL,"Apr 1, 2021",Los Angeles,@,Colorado,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,656716
Ryan McMahon,26,1043,Maj-NL,"Apr 1, 2021",Colorado,,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641857
Austin Meadows,26,1043,Maj-AL,"Apr 1, 2021",Tampa Bay,@,Miami,1,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.25,0.25,1.0,1.25,640457
Whit Merrifield,32,1043,Maj-AL,"Apr 1, 2021",Kansas City,,Texas,1,6,5,2,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0.6,0.5,1.2,1.7,593160
Brad Miller,31,1043,Maj-NL,"Apr 1, 2021",Philadelphia,,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543543
Yadier Molina,38,1043,Maj-NL,"Apr 1, 2021",St. Louis,@,Cincinnati,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425877
Yo\xc3\xa1n Moncada,26,1043,Maj-AL,"Apr 1, 2021",Chicago,@,Los Angeles,1,4,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0.667,0.75,1.0,1.75,660162
Dylan Moore,28,1043,Maj-AL,"Apr 1, 2021",Seattle,,San Francisco,1,5,3,1,1,1,0,0,3,1,0,1,0,0,1,0,0,0,0.333,0.4,0.667,1.067,664238
Colin Moran,28,1043,Maj-NL,"Apr 1, 2021",Pittsburgh,@,Chicago,1,5,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.6,592567
Mitch Moreland,35,1043,Maj-AL,"Apr 1, 2021",Oakland,,Houston,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,519048
Mike Moustakas,32,1043,Maj-NL,"Apr 1, 2021",Cincinnati,,St. Louis,1,5,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0.0,0.4,0.0,0.4,519058
Max Muncy,30,1043,Maj-NL,"Apr 1, 2021",Los Angeles,@,Colorado,1,5,4,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0.5,0.6,1.0,1.6,571970
